id,alert_id,entity_id,investigator,narrative,investigation_depth,sla_hours
case-000272,al-000498,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-000273,al-000500,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-000274,al-000502,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-000275,al-000504,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-000276,al-000506,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-000277,al-000508,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-000278,al-000510,ent-006,analyst-07,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-000279,al-000512,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-000280,al-000514,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-000281,al-000516,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-000282,al-000518,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-000283,al-000520,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-000284,al-000522,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-000285,al-000524,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-000286,al-000526,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-000287,al-000527,ent-011,analyst-24,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-000288,al-000528,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-000289,al-000530,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-000290,al-000532,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-000291,al-000534,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-000292,al-000536,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-000293,al-000538,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-000294,al-000540,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-000295,al-000542,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-000296,al-000544,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-000297,al-000546,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-000298,al-000548,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-000299,al-000550,ent-010,analyst-23,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-000300,al-000552,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-000301,al-000554,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-000302,al-000555,ent-003,analyst-04,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-000303,al-000556,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-000304,al-000558,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-000305,al-000560,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-000306,al-000561,ent-009,analyst-10,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-000307,al-000562,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-000308,al-000564,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-000309,al-000566,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-000310,al-000568,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-000311,al-000570,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-000312,al-000572,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-000313,al-000574,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-000314,al-000576,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-000315,al-000578,ent-002,analyst-03,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-000316,al-000580,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-000317,al-000582,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-000318,al-000584,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-000319,al-000586,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-000320,al-000588,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-000321,al-000590,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-000322,al-000592,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-000323,al-000594,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-000324,al-000595,ent-007,analyst-20,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-000325,al-000596,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-000326,al-000598,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-000327,al-000600,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-000328,al-000602,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-000329,al-000604,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-000330,al-000606,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
